timestamp,open,high,low,close,volume
2023-03-08T00:00:00+00:00,121.84,123.3,120.37,121.84,200000
2023-03-09T00:00:00+00:00,122.63,124.1,121.16,122.63,200000
2023-03-10T00:00:00+00:00,123.32,124.8,121.84,123.32,200000
2023-03-13T00:00:00+00:00,123.91,125.4,122.42,123.91,200000
2023-03-14T00:00:00+00:00,124.43,125.92,122.94,124.43,200000
2023-03-15T00:00:00+00:00,124.91,126.41,123.41,124.91,200000
2023-03-16T00:00:00+00:00,125.38,126.89,123.88,125.38,200000
2023-03-17T00:00:00+00:00,125.89,127.4,124.38,125.89,200000
2023-03-20T00:00:00+00:00,126.46,127.98,124.95,126.46,200000
2023-03-21T00:00:00+00:00,127.14,128.66,125.61,127.14,200000
2023-03-22T00:00:00+00:00,127.93,129.46,126.39,127.93,200000
2023-03-23T00:00:00+00:00,128.84,130.38,127.29,128.84,200000
2023-03-24T00:00:00+00:00,129.87,131.42,128.31,129.87,200000
2023-03-27T00:00:00+00:00,130.99,132.56,129.42,130.99,200000
2023-03-28T00:00:00+00:00,132.18,133.77,130.6,132.18,200000
2023-03-29T00:00:00+00:00,133.41,135.01,131.81,133.41,200000
2023-03-30T00:00:00+00:00,134.64,136.25,133.02,134.64,200000
2023-03-31T00:00:00+00:00,135.81,137.44,134.19,135.81,200000
2023-04-03T00:00:00+00:00,136.92,138.56,135.28,136.92,200000
2023-04-04T00:00:00+00:00,137.92,139.58,136.27,137.92,200000
2023-04-05T00:00:00+00:00,138.82,140.48,137.15,138.82,200000
2023-04-06T00:00:00+00:00,139.59,141.27,137.92,139.59,200000
2023-04-07T00:00:00+00:00,140.27,141.96,138.59,140.27,200000
2023-04-10T00:00:00+00:00,140.88,142.57,139.19,140.88,200000
2023-04-11T00:00:00+00:00,141.44,143.13,139.74,141.44,200000
2023-04-12T00:00:00+00:00,141.99,143.69,140.28,141.99,200000
2023-04-13T00:00:00+00:00,142.57,144.28,140.86,142.57,200000
2023-04-14T00:00:00+00:00,143.22,144.94,141.5,143.22,200000
2023-04-17T00:00:00+00:00,143.96,145.69,142.23,143.96,200000
2023-04-18T00:00:00+00:00,144.81,146.55,143.07,144.81,200000
2023-04-19T00:00:00+00:00,145.77,147.52,144.02,145.77,200000
2023-04-20T00:00:00+00:00,146.84,148.6,145.08,146.84,200000
2023-04-21T00:00:00+00:00,148.0,149.77,146.22,148.0,200000
2023-04-24T00:00:00+00:00,149.21,151.0,147.42,149.21,200000
2023-04-25T00:00:00+00:00,150.44,152.24,148.63,150.44,200000
2023-04-26T00:00:00+00:00,151.65,153.47,149.83,151.65,200000
2023-04-27T00:00:00+00:00,152.8,154.64,150.97,152.8,200000
2023-04-28T00:00:00+00:00,153.87,155.72,152.02,153.87,200000
2023-05-01T00:00:00+00:00,154.83,156.68,152.97,154.83,200000
2023-05-02T00:00:00+00:00,155.66,157.53,153.79,155.66,200000
2023-05-03T00:00:00+00:00,156.37,158.25,154.5,156.37,200000
2023-05-04T00:00:00+00:00,156.98,158.87,155.1,156.98,200000
2023-05-05T00:00:00+00:00,157.51,159.4,155.62,157.51,200000
2023-05-08T00:00:00+00:00,158.0,159.89,156.1,158.0,200000
2023-05-09T00:00:00+00:00,158.47,160.37,156.57,158.47,200000
2023-05-10T00:00:00+00:00,158.97,160.88,157.06,158.97,200000
2023-05-11T00:00:00+00:00,159.53,161.45,157.62,159.53,200000
2023-05-12T00:00:00+00:00,160.18,162.1,158.26,160.18,200000
2023-05-15T00:00:00+00:00,160.93,162.87,159.0,160.93,200000
2023-05-16T00:00:00+00:00,161.79,163.73,159.85,161.79,200000
2023-05-17T00:00:00+00:00,162.75,164.7,160.79,162.75,200000
2023-05-18T00:00:00+00:00,163.78,165.74,161.81,163.78,200000
2023-05-19T00:00:00+00:00,164.85,166.83,162.87,164.85,200000
2023-05-22T00:00:00+00:00,165.92,167.92,163.93,165.92,200000
2023-05-23T00:00:00+00:00,166.97,168.97,164.97,166.97,200000
2023-05-24T00:00:00+00:00,167.94,169.96,165.93,167.94,200000
2023-05-25T00:00:00+00:00,168.82,170.85,166.8,168.82,200000
2023-05-26T00:00:00+00:00,169.58,171.61,167.54,169.58,200000
2023-05-29T00:00:00+00:00,170.2,172.25,168.16,170.2,200000
2023-05-30T00:00:00+00:00,170.7,172.75,168.66,170.7,200000
2023-05-31T00:00:00+00:00,171.1,173.15,169.04,171.1,200000
2023-06-01T00:00:00+00:00,171.4,173.46,169.35,171.4,200000
2023-06-02T00:00:00+00:00,171.67,173.73,169.61,171.67,200000
2023-06-05T00:00:00+00:00,171.92,173.98,169.85,171.92,200000
2023-06-06T00:00:00+00:00,172.19,174.26,170.13,172.19,200000
2023-06-07T00:00:00+00:00,172.53,174.6,170.46,172.53,200000
2023-06-08T00:00:00+00:00,172.95,175.03,170.88,172.95,200000
2023-06-09T00:00:00+00:00,173.47,175.55,171.39,173.47,200000
2023-06-12T00:00:00+00:00,174.09,176.18,172.0,174.09,200000
2023-06-13T00:00:00+00:00,174.79,176.89,172.7,174.79,200000
2023-06-14T00:00:00+00:00,175.56,177.67,173.46,175.56,200000
2023-06-15T00:00:00+00:00,176.36,178.48,174.25,176.36,200000
2023-06-16T00:00:00+00:00,177.16,179.29,175.03,177.16,200000
2023-06-19T00:00:00+00:00,177.91,180.05,175.78,177.91,200000
2023-06-20T00:00:00+00:00,178.58,180.73,176.44,178.58,200000
2023-06-21T00:00:00+00:00,179.15,181.3,177.0,179.15,200000
2023-06-22T00:00:00+00:00,179.58,181.74,177.43,179.58,200000
2023-06-23T00:00:00+00:00,179.89,182.05,177.73,179.89,200000
2023-06-26T00:00:00+00:00,180.06,182.22,177.9,180.06,200000
2023-06-27T00:00:00+00:00,180.12,182.28,177.96,180.12,200000
2023-06-28T00:00:00+00:00,180.1,182.26,177.94,180.1,200000
2023-06-29T00:00:00+00:00,180.04,182.2,177.88,180.04,200000
2023-06-30T00:00:00+00:00,179.96,182.12,177.8,179.96,200000
2023-07-03T00:00:00+00:00,179.92,182.07,177.76,179.92,200000
2023-07-04T00:00:00+00:00,179.93,182.09,177.77,179.93,200000
2023-07-05T00:00:00+00:00,180.03,182.19,177.87,180.03,200000
2023-07-06T00:00:00+00:00,180.22,182.38,178.06,180.22,200000
2023-07-07T00:00:00+00:00,180.5,182.67,178.34,180.5,200000
2023-07-10T00:00:00+00:00,180.87,183.04,178.7,180.87,200000
2023-07-11T00:00:00+00:00,181.3,183.47,179.12,181.3,200000
2023-07-12T00:00:00+00:00,181.75,183.93,179.57,181.75,200000
2023-07-13T00:00:00+00:00,182.18,184.37,180.0,182.18,200000
2023-07-14T00:00:00+00:00,182.56,184.76,180.37,182.56,200000
2023-07-17T00:00:00+00:00,182.86,185.05,180.67,182.86,200000
2023-07-18T00:00:00+00:00,183.04,185.24,180.85,183.04,200000
2023-07-19T00:00:00+00:00,183.09,185.29,180.9,183.09,200000
2023-07-20T00:00:00+00:00,183.01,185.2,180.81,183.01,200000
2023-07-21T00:00:00+00:00,182.79,184.99,180.6,182.79,200000
2023-07-24T00:00:00+00:00,182.47,184.66,180.28,182.47,200000
2023-07-25T00:00:00+00:00,182.07,184.26,179.89,182.07,200000
2023-07-26T00:00:00+00:00,181.63,183.81,179.45,181.63,200000
2023-07-27T00:00:00+00:00,181.18,183.36,179.01,181.18,200000
2023-07-28T00:00:00+00:00,180.77,182.94,178.6,180.77,200000
2023-07-31T00:00:00+00:00,180.42,182.59,178.26,180.42,200000
2023-08-01T00:00:00+00:00,180.16,182.32,178.0,180.16,200000
2023-08-02T00:00:00+00:00,179.99,182.15,177.83,179.99,200000
2023-08-03T00:00:00+00:00,179.92,182.08,177.76,179.92,200000
2023-08-04T00:00:00+00:00,179.92,182.08,177.76,179.92,200000
2023-08-07T00:00:00+00:00,179.98,182.14,177.82,179.98,200000
2023-08-08T00:00:00+00:00,180.06,182.22,177.9,180.06,200000
2023-08-09T00:00:00+00:00,180.11,182.28,177.95,180.11,200000
2023-08-10T00:00:00+00:00,180.12,182.28,177.95,180.12,200000
2023-08-11T00:00:00+00:00,180.03,182.19,177.87,180.03,200000
2023-08-14T00:00:00+00:00,179.82,181.98,177.66,179.82,200000
2023-08-15T00:00:00+00:00,179.49,181.64,177.33,179.49,200000
2023-08-16T00:00:00+00:00,179.02,181.16,176.87,179.02,200000
2023-08-17T00:00:00+00:00,178.42,180.56,176.28,178.42,200000
2023-08-18T00:00:00+00:00,177.73,179.86,175.59,177.73,200000
2023-08-21T00:00:00+00:00,176.96,179.08,174.84,176.96,200000
2023-08-22T00:00:00+00:00,176.16,178.27,174.04,176.16,200000
2023-08-23T00:00:00+00:00,175.36,177.47,173.26,175.36,200000
2023-08-24T00:00:00+00:00,174.61,176.7,172.51,174.61,200000
2023-08-25T00:00:00+00:00,173.92,176.01,171.83,173.92,200000
2023-08-28T00:00:00+00:00,173.33,175.41,171.25,173.33,200000
2023-08-29T00:00:00+00:00,172.83,174.91,170.76,172.83,200000
2023-08-30T00:00:00+00:00,172.44,174.51,170.37,172.44,200000
2023-08-31T00:00:00+00:00,172.12,174.18,170.05,172.12,200000
2023-09-01T00:00:00+00:00,171.85,173.91,169.79,171.85,200000
2023-09-04T00:00:00+00:00,171.6,173.66,169.54,171.6,200000
2023-09-05T00:00:00+00:00,171.33,173.39,169.28,171.33,200000
2023-09-06T00:00:00+00:00,171.0,173.06,168.95,171.0,200000
2023-09-07T00:00:00+00:00,170.59,172.63,168.54,170.59,200000
2023-09-08T00:00:00+00:00,170.05,172.1,168.01,170.05,200000
2023-09-11T00:00:00+00:00,169.39,171.43,167.36,169.39,200000
2023-09-12T00:00:00+00:00,168.61,170.63,166.58,168.61,200000
2023-09-13T00:00:00+00:00,167.7,169.72,165.69,167.7,200000
2023-09-14T00:00:00+00:00,166.71,168.71,164.71,166.71,200000
2023-09-15T00:00:00+00:00,165.65,167.64,163.66,165.65,200000
2023-09-18T00:00:00+00:00,164.57,166.54,162.59,164.57,200000
2023-09-19T00:00:00+00:00,163.51,165.47,161.54,163.51,200000
2023-09-20T00:00:00+00:00,162.49,164.44,160.54,162.49,200000
2023-09-21T00:00:00+00:00,161.56,163.5,159.62,161.56,200000
2023-09-22T00:00:00+00:00,160.73,162.66,158.8,160.73,200000
2023-09-25T00:00:00+00:00,160.0,161.92,158.08,160.0,200000
2023-09-26T00:00:00+00:00,159.38,161.29,157.47,159.38,200000
2023-09-27T00:00:00+00:00,158.84,160.74,156.93,158.84,200000
2023-09-28T00:00:00+00:00,158.35,160.25,156.45,158.35,200000
2023-09-29T00:00:00+00:00,157.87,159.77,155.98,157.87,200000
2023-10-02T00:00:00+00:00,157.38,159.27,155.49,157.38,200000
2023-10-03T00:00:00+00:00,156.84,158.72,154.95,156.84,200000
2023-10-04T00:00:00+00:00,156.2,158.08,154.33,156.2,200000
2023-10-05T00:00:00+00:00,155.46,157.32,153.59,155.46,200000
2023-10-06T00:00:00+00:00,154.59,156.45,152.74,154.59,200000
2023-10-09T00:00:00+00:00,153.61,155.45,151.76,153.61,200000
2023-10-10T00:00:00+00:00,152.51,154.35,150.68,152.51,200000
2023-10-11T00:00:00+00:00,151.34,153.16,149.53,151.34,200000
2023-10-12T00:00:00+00:00,150.12,151.92,148.32,150.12,200000
2023-10-13T00:00:00+00:00,148.89,150.68,147.11,148.89,200000
2023-10-16T00:00:00+00:00,147.69,149.47,145.92,147.69,200000
2023-10-17T00:00:00+00:00,146.56,148.32,144.8,146.56,200000
2023-10-18T00:00:00+00:00,145.51,147.26,143.77,145.51,200000
2023-10-19T00:00:00+00:00,144.58,146.31,142.84,144.58,200000
2023-10-20T00:00:00+00:00,143.76,145.48,142.03,143.76,200000
2023-10-23T00:00:00+00:00,143.04,144.76,141.33,143.04,200000
2023-10-24T00:00:00+00:00,142.42,144.13,140.71,142.42,200000
2023-10-25T00:00:00+00:00,141.85,143.55,140.14,141.85,200000
2023-10-26T00:00:00+00:00,141.3,142.99,139.6,141.3,200000
2023-10-27T00:00:00+00:00,140.73,142.42,139.04,140.73,200000
2023-10-30T00:00:00+00:00,140.11,141.79,138.43,140.11,200000
2023-10-31T00:00:00+00:00,139.41,141.08,137.73,139.41,200000
2023-11-01T00:00:00+00:00,138.6,140.26,136.93,138.6,200000
2023-11-02T00:00:00+00:00,137.68,139.33,136.02,137.68,200000
2023-11-03T00:00:00+00:00,136.64,138.28,135.0,136.64,200000
2023-11-06T00:00:00+00:00,135.52,137.14,133.89,135.52,200000
2023-11-07T00:00:00+00:00,134.32,135.94,132.71,134.32,200000
2023-11-08T00:00:00+00:00,133.1,134.69,131.5,133.1,200000
2023-11-09T00:00:00+00:00,131.87,133.46,130.29,131.87,200000
2023-11-10T00:00:00+00:00,130.69,132.26,129.13,130.69,200000
2023-11-13T00:00:00+00:00,129.59,131.15,128.04,129.59,200000
2023-11-14T00:00:00+00:00,128.59,130.14,127.05,128.59,200000
2023-11-15T00:00:00+00:00,127.71,129.25,126.18,127.71,200000
2023-11-16T00:00:00+00:00,126.95,128.48,125.43,126.95,200000
2023-11-17T00:00:00+00:00,126.31,127.82,124.79,126.31,200000
2023-11-20T00:00:00+00:00,125.75,127.26,124.24,125.75,200000
2023-11-21T00:00:00+00:00,125.26,126.76,123.75,125.26,200000
2023-11-22T00:00:00+00:00,124.79,126.28,123.29,124.79,200000
2023-11-23T00:00:00+00:00,124.3,125.79,122.81,124.3,200000
2023-11-24T00:00:00+00:00,123.76,125.25,122.28,123.76,200000
2023-11-27T00:00:00+00:00,123.15,124.63,121.67,123.15,200000
2023-11-28T00:00:00+00:00,122.44,123.9,120.97,122.44,200000
2023-11-29T00:00:00+00:00,121.62,123.07,120.16,121.62,200000
2023-11-30T00:00:00+00:00,120.69,122.14,119.25,120.69,200000
2023-12-01T00:00:00+00:00,119.69,121.13,118.25,119.69,200000
2023-12-04T00:00:00+00:00,118.63,120.05,117.21,118.63,200000
2023-12-05T00:00:00+00:00,117.55,118.96,116.14,117.55,200000
2023-12-06T00:00:00+00:00,116.49,117.89,115.09,116.49,200000
2023-12-07T00:00:00+00:00,115.48,116.87,114.1,115.48,200000
2023-12-08T00:00:00+00:00,114.57,115.94,113.19,114.57,200000
2023-12-11T00:00:00+00:00,113.77,115.13,112.4,113.77,200000
2023-12-12T00:00:00+00:00,113.09,114.45,111.73,113.09,200000
2023-12-13T00:00:00+00:00,112.55,113.9,111.2,112.55,200000
2023-12-14T00:00:00+00:00,112.12,113.46,110.77,112.12,200000
2023-12-15T00:00:00+00:00,111.78,113.12,110.44,111.78,200000
2023-12-18T00:00:00+00:00,111.51,112.84,110.17,111.51,200000
2023-12-19T00:00:00+00:00,111.26,112.59,109.92,111.26,200000
2023-12-20T00:00:00+00:00,110.99,112.32,109.66,110.99,200000
2023-12-21T00:00:00+00:00,110.68,112.01,109.35,110.68,200000
2023-12-22T00:00:00+00:00,110.29,111.62,108.97,110.29,200000
2023-12-25T00:00:00+00:00,109.81,111.13,108.49,109.81,200000
2023-12-26T00:00:00+00:00,109.23,110.54,107.92,109.23,200000
2023-12-27T00:00:00+00:00,108.55,109.86,107.25,108.55,200000
2023-12-28T00:00:00+00:00,107.81,109.1,106.51,107.81,200000
2023-12-29T00:00:00+00:00,107.01,108.3,105.73,107.01,200000
2024-01-01T00:00:00+00:00,106.21,107.48,104.94,106.21,200000
2024-01-02T00:00:00+00:00,105.44,106.7,104.17,105.44,200000
2024-01-03T00:00:00+00:00,104.73,105.99,103.47,104.73,200000
2024-01-04T00:00:00+00:00,104.12,105.37,102.87,104.12,200000
2024-01-05T00:00:00+00:00,103.64,104.88,102.4,103.64,200000
2024-01-08T00:00:00+00:00,103.29,104.53,102.05,103.29,200000
2024-01-09T00:00:00+00:00,103.07,104.3,101.83,103.07,200000
2024-01-10T00:00:00+00:00,102.97,104.2,101.73,102.97,200000
2024-01-11T00:00:00+00:00,102.96,104.19,101.72,102.96,200000
2024-01-12T00:00:00+00:00,103.01,104.25,101.78,103.01,200000
2024-01-15T00:00:00+00:00,103.09,104.33,101.85,103.09,200000
2024-01-16T00:00:00+00:00,103.15,104.39,101.91,103.15,200000
2024-01-17T00:00:00+00:00,103.16,104.4,101.92,103.16,200000
2024-01-18T00:00:00+00:00,103.1,104.34,101.86,103.1,200000
2024-01-19T00:00:00+00:00,102.94,104.18,101.71,102.94,200000
2024-01-22T00:00:00+00:00,102.69,103.92,101.46,102.69,200000
2024-01-23T00:00:00+00:00,102.35,103.58,101.12,102.35,200000
2024-01-24T00:00:00+00:00,101.94,103.17,100.72,101.94,200000
2024-01-25T00:00:00+00:00,101.5,102.72,100.28,101.5,200000
2024-01-26T00:00:00+00:00,101.05,102.27,99.84,101.05,200000
2024-01-29T00:00:00+00:00,100.65,101.85,99.44,100.65,200000
2024-01-30T00:00:00+00:00,100.31,101.52,99.11,100.31,200000
2024-01-31T00:00:00+00:00,100.09,101.29,98.89,100.09,200000
2024-02-01T00:00:00+00:00,99.99,101.19,98.79,99.99,200000
2024-02-02T00:00:00+00:00,100.02,101.22,98.82,100.02,200000
2024-02-05T00:00:00+00:00,100.19,101.39,98.99,100.19,200000
2024-02-06T00:00:00+00:00,100.47,101.68,99.27,100.47,200000
2024-02-07T00:00:00+00:00,100.85,102.06,99.64,100.85,200000
2024-02-08T00:00:00+00:00,101.28,102.49,100.06,101.28,200000
2024-02-09T00:00:00+00:00,101.73,102.95,100.51,101.73,200000
2024-02-12T00:00:00+00:00,102.16,103.38,100.93,102.16,200000
2024-02-13T00:00:00+00:00,102.53,103.76,101.3,102.53,200000
2024-02-14T00:00:00+00:00,102.83,104.06,101.6,102.83,200000
2024-02-15T00:00:00+00:00,103.03,104.27,101.8,103.03,200000
2024-02-16T00:00:00+00:00,103.14,104.38,101.9,103.14,200000
2024-02-19T00:00:00+00:00,103.16,104.4,101.93,103.16,200000
2024-02-20T00:00:00+00:00,103.12,104.36,101.89,103.12,200000
2024-02-21T00:00:00+00:00,103.05,104.29,101.81,103.05,200000
2024-02-22T00:00:00+00:00,102.98,104.22,101.74,102.98,200000
2024-02-23T00:00:00+00:00,102.95,104.19,101.72,102.95,200000
2024-02-26T00:00:00+00:00,103.0,104.24,101.77,103.0,200000
2024-02-27T00:00:00+00:00,103.16,104.4,101.93,103.16,200000
2024-02-28T00:00:00+00:00,103.45,104.69,102.21,103.45,200000
2024-02-29T00:00:00+00:00,103.87,105.12,102.63,103.87,200000
2024-03-01T00:00:00+00:00,104.42,105.67,103.17,104.42,200000
2024-03-04T00:00:00+00:00,105.08,106.34,103.82,105.08,200000
2024-03-05T00:00:00+00:00,105.83,107.1,104.56,105.83,200000
2024-03-06T00:00:00+00:00,106.62,107.9,105.34,106.62,200000
2024-03-07T00:00:00+00:00,107.42,108.71,106.13,107.42,200000
2024-03-08T00:00:00+00:00,108.2,109.5,106.9,108.2,200000
2024-03-11T00:00:00+00:00,108.91,110.22,107.6,108.91,200000
2024-03-12T00:00:00+00:00,109.54,110.85,108.23,109.54,200000
2024-03-13T00:00:00+00:00,110.07,111.39,108.75,110.07,200000
2024-03-14T00:00:00+00:00,110.5,111.83,109.18,110.5,200000
2024-03-15T00:00:00+00:00,110.85,112.18,109.52,110.85,200000
2024-03-18T00:00:00+00:00,111.13,112.47,109.8,111.13,200000
2024-03-19T00:00:00+00:00,111.38,112.72,110.05,111.38,200000
2024-03-20T00:00:00+00:00,111.64,112.98,110.3,111.64,200000
2024-03-21T00:00:00+00:00,111.94,113.29,110.6,111.94,200000
2024-03-22T00:00:00+00:00,112.32,113.67,110.98,112.32,200000
2024-03-25T00:00:00+00:00,112.81,114.16,111.46,112.81,200000
2024-03-26T00:00:00+00:00,113.42,114.78,112.06,113.42,200000
2024-03-27T00:00:00+00:00,114.16,115.53,112.79,114.16,200000
2024-03-28T00:00:00+00:00,115.03,116.41,113.65,115.03,200000
2024-03-29T00:00:00+00:00,115.99,117.38,114.6,115.99,200000
2024-04-01T00:00:00+00:00,117.03,118.43,115.63,117.03,200000
2024-04-02T00:00:00+00:00,118.11,119.52,116.69,118.11,200000
2024-04-03T00:00:00+00:00,119.18,120.61,117.75,119.18,200000
2024-04-04T00:00:00+00:00,120.22,121.66,118.77,120.22,200000
2024-04-05T00:00:00+00:00,121.18,122.63,119.73,121.18,200000
2024-04-08T00:00:00+00:00,122.05,123.51,120.59,122.05,200000
2024-04-09T00:00:00+00:00,122.81,124.29,121.34,122.81,200000
2024-04-10T00:00:00+00:00,123.48,124.96,121.99,123.48,200000
2024-04-11T00:00:00+00:00,124.05,125.54,122.56,124.05,200000
2024-04-12T00:00:00+00:00,124.55,126.05,123.06,124.55,200000
2024-04-15T00:00:00+00:00,125.03,126.53,123.53,125.03,200000
2024-04-16T00:00:00+00:00,125.51,127.01,124.0,125.51,200000
2024-04-17T00:00:00+00:00,126.03,127.54,124.52,126.03,200000
2024-04-18T00:00:00+00:00,126.63,128.15,125.11,126.63,200000
2024-04-19T00:00:00+00:00,127.33,128.86,125.8,127.33,200000
2024-04-22T00:00:00+00:00,128.15,129.69,126.61,128.15,200000
2024-04-23T00:00:00+00:00,129.09,130.64,127.54,129.09,200000
2024-04-24T00:00:00+00:00,130.15,131.71,128.58,130.15,200000
2024-04-25T00:00:00+00:00,131.29,132.87,129.72,131.29,200000
2024-04-26T00:00:00+00:00,132.5,134.09,130.91,132.5,200000
2024-04-29T00:00:00+00:00,133.73,135.33,132.12,133.73,200000
2024-04-30T00:00:00+00:00,134.94,136.56,133.32,134.94,200000
2024-05-01T00:00:00+00:00,136.11,137.74,134.47,136.11,200000
2024-05-02T00:00:00+00:00,137.19,138.83,135.54,137.19,200000
2024-05-03T00:00:00+00:00,138.16,139.82,136.51,138.16,200000
2024-05-06T00:00:00+00:00,139.03,140.69,137.36,139.03,200000
2024-05-07T00:00:00+00:00,139.78,141.46,138.1,139.78,200000
2024-05-08T00:00:00+00:00,140.44,142.12,138.75,140.44,200000
2024-05-09T00:00:00+00:00,141.02,142.72,139.33,141.02,200000
2024-05-10T00:00:00+00:00,141.58,143.28,139.88,141.58,200000
2024-05-13T00:00:00+00:00,142.13,143.84,140.43,142.13,200000
2024-05-14T00:00:00+00:00,142.73,144.44,141.02,142.73,200000
2024-05-15T00:00:00+00:00,143.4,145.12,141.68,143.4,200000
2024-05-16T00:00:00+00:00,144.17,145.9,142.44,144.17,200000
2024-05-17T00:00:00+00:00,145.05,146.79,143.3,145.05,200000
2024-05-20T00:00:00+00:00,146.04,147.79,144.28,146.04,200000
2024-05-21T00:00:00+00:00,147.13,148.9,145.37,147.13,200000
2024-05-22T00:00:00+00:00,148.3,150.08,146.52,148.3,200000
2024-05-23T00:00:00+00:00,149.52,151.32,147.73,149.52,200000
2024-05-24T00:00:00+00:00,150.75,152.56,148.94,150.75,200000
2024-05-27T00:00:00+00:00,151.95,153.78,150.13,151.95,200000
2024-05-28T00:00:00+00:00,153.09,154.92,151.25,153.09,200000
2024-05-29T00:00:00+00:00,154.13,155.98,152.28,154.13,200000
2024-05-30T00:00:00+00:00,155.05,156.91,153.19,155.05,200000
2024-05-31T00:00:00+00:00,155.85,157.72,153.98,155.85,200000
2024-06-03T00:00:00+00:00,156.54,158.42,154.66,156.54,200000
2024-06-04T00:00:00+00:00,157.13,159.01,155.24,157.13,200000
2024-06-05T00:00:00+00:00,157.64,159.53,155.75,157.64,200000
2024-06-06T00:00:00+00:00,158.12,160.01,156.22,158.12,200000
2024-06-07T00:00:00+00:00,158.59,160.5,156.69,158.59,200000
2024-06-10T00:00:00+00:00,159.11,161.01,157.2,159.11,200000
2024-06-11T00:00:00+00:00,159.69,161.6,157.77,159.69,200000
2024-06-12T00:00:00+00:00,160.36,162.29,158.44,160.36,200000
2024-06-13T00:00:00+00:00,161.14,163.08,159.21,161.14,200000
2024-06-14T00:00:00+00:00,162.03,163.97,160.08,162.03,200000
2024-06-17T00:00:00+00:00,163.01,164.96,161.05,163.01,200000
2024-06-18T00:00:00+00:00,164.05,166.02,162.08,164.05,200000
2024-06-19T00:00:00+00:00,165.12,167.11,163.14,165.12,200000
2024-06-20T00:00:00+00:00,166.2,168.19,164.2,166.2,200000
2024-06-21T00:00:00+00:00,167.23,169.23,165.22,167.23,200000
2024-06-24T00:00:00+00:00,168.18,170.2,166.16,168.18,200000
2024-06-25T00:00:00+00:00,169.03,171.06,167.0,169.03,200000
2024-06-26T00:00:00+00:00,169.75,171.79,167.71,169.75,200000
2024-06-27T00:00:00+00:00,170.34,172.39,168.3,170.34,200000
